cause_nbr,case_type,surplus_amount,status,source,address,city,state,zip,county,parcel_id,auction_date,sale_price,mortgage_balance,first_name,last_name,email,phone
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe D,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe E,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe F,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe G,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe H,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe I,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe J,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe K,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe L,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe M,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe N,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe O,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe P,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe Q,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe R,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe S,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe T,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe U,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe V,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe W,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe X,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe Y,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,John Doe Z,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Mystify Entertainment Network Inc,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Palm Beach County Medical Examiners Office,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Palm Beach County,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities A,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities B,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities C,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities D,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities E,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities F,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities G,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities H,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities I,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities J,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities K,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities L,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities M,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities N,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities O,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities P,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities Q,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities R,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities S,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities T,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities U,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities V,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities W,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities X,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities Y,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,Roe Entities Z,,
50-2024-CA-007390-XXXA-MB,CA,1000.00,SOLD,clerk-registry,,,FL,,Palm Beach,,,,,,The Associated Press,,
